clube_id,pontos_num,preco_num,variacao_num,partida_id,mando,nota,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS,vencedor
266.0,48.49999999999999,141.31,6.67,179948.0,1,85.0,21,43,2,0,5,4,4,1,0,8,18,0,1,0,0,1,0,2,1
276.0,3.9000000000000004,150.42000000000002,-12.819999999999997,179948.0,0,60.5,17,31,1,0,1,3,2,7,0,8,23,1,4,0,0,2,0,5,-1
264.0,21.8,161.82,-0.5599999999999999,179949.0,1,75.0,16,31,0,0,5,3,1,1,0,10,9,0,1,0,0,0,0,1,0
293.0,30.300000000000004,85.31,1.1099999999999999,179949.0,0,85.0,8,57,1,1,3,6,1,3,0,21,17,0,5,0,0,2,0,1,0
316.0,8.100000000000001,44.120000000000005,-2.54,179950.0,0,71.0,22,42,0,0,3,2,0,2,0,14,25,0,3,0,0,1,0,1,-1
275.0,49.900000000000006,96.68999999999997,2.67,179950.0,1,82.5,25,38,1,0,2,3,1,0,0,11,22,0,2,0,5,1,0,0,1
293.0,2.0999999999999996,99.47000000000001,-9.53,179951.0,0,77.5,13,37,0,0,0,1,0,1,0,10,13,0,0,0,0,0,0,2,-1
283.0,61.3,167.81,5.459999999999999,179951.0,1,86.5,12,49,2,0,1,7,2,0,0,13,14,0,1,0,5,0,0,0,1
285.0,19.5,88.7,-3.05,179952.0,0,82.0,21,27,1,0,3,3,1,1,0,10,19,0,6,0,0,2,0,1,0
294.0,22.0,117.52000000000001,-3.4200000000000004,179952.0,1,84.0,18,28,0,0,5,13,1,0,0,9,22,0,3,0,0,1,0,1,0
284.0,36.6,121.03,-1.22,179954.0,1,83.0,12,38,0,0,7,3,0,0,0,12,17,0,2,0,5,0,0,0,0
277.0,45.9,148.14000000000001,2.5599999999999987,179954.0,0,77.5,15,33,0,0,1,2,0,4,0,12,13,0,0,0,5,3,0,0,0
316.0,28.599999999999998,64.43,3.800000000000001,179955.0,1,75.5,29,32,1,1,4,5,1,2,0,6,21,0,2,0,0,0,1,1,0
288.0,9.499999999999998,92.77000000000001,-5.779999999999999,179955.0,0,77.5,21,29,1,0,3,3,1,4,1,8,29,0,4,0,0,2,0,1,0
292.0,23.8,91.96999999999998,-3.33,179956.0,0,73.0,15,27,0,0,3,8,0,1,0,14,13,0,0,0,0,1,0,2,-1
283.0,90.29999999999998,130.65999999999997,15.030000000000001,179956.0,1,81.0,13,31,2,1,2,6,2,1,0,22,15,0,0,0,5,1,0,0,1
290.0,45.10000000000001,96.44,5.75,179957.0,1,78.0,16,29,1,0,3,10,2,4,0,14,8,0,0,0,0,1,0,3,-1
282.0,63.4,99.12,2.6500000000000004,179957.0,0,91.0,8,29,2,1,1,2,3,3,0,26,17,0,1,0,0,0,0,2,1
287.0,21.0,91.95,-2.18,179958.0,1,77.0,20,38,1,0,3,4,2,1,0,13,20,1,2,0,0,0,0,3,-1
282.0,17.099999999999998,93.51,-7.1800000000000015,179958.0,0,81.0,19,23,2,0,2,2,2,4,0,3,20,0,2,0,0,0,0,2,1
263.0,19.5,90.58000000000001,-9.25,179959.0,0,73.0,10,25,1,0,1,4,1,0,0,11,19,0,3,0,0,2,0,2,-1
284.0,52.1,146.65000000000003,3.19,179959.0,1,83.0,19,25,2,0,3,9,2,2,0,14,10,0,3,0,0,1,0,1,1
266.0,12.2,147.25,-3.4300000000000006,179960.0,0,82.0,12,39,1,0,3,4,1,1,0,8,16,0,5,0,0,2,0,1,0
262.0,33.0,119.79,0.6399999999999998,179960.0,1,84.0,16,37,1,0,4,4,1,6,0,14,13,0,1,0,0,2,0,1,0
315.0,33.10000000000001,86.3,1.8500000000000008,179961.0,0,66.5,22,38,0,0,0,3,0,0,0,22,14,0,0,0,0,1,0,1,-1
288.0,70.2,92.11,11.22,179961.0,1,83.0,15,57,0,0,7,3,1,0,0,31,26,0,1,0,5,0,0,0,1
294.0,31.1,76.78999999999999,0.10000000000000053,179962.0,0,70.0,11,23,0,0,4,3,0,1,0,17,10,0,2,0,0,3,0,1,-1
292.0,76.2,114.51,7.49,179962.0,1,83.0,9,30,1,1,4,6,1,1,0,15,12,0,2,0,7,2,0,0,1
277.0,38.0,124.60999999999999,1.84,179963.0,0,78.5,22,26,0,1,3,4,2,2,0,15,14,0,2,0,0,0,0,2,0
290.0,31.599999999999994,92.46,2.9000000000000004,179963.0,1,86.0,14,36,2,0,2,1,2,0,0,11,22,0,3,0,0,3,0,2,0
264.0,30.200000000000003,123.10000000000001,-0.7000000000000002,179964.0,1,85.0,13,32,1,0,3,5,3,4,0,14,14,0,4,1,0,0,0,2,1
276.0,16.0,139.84,-3.3200000000000007,179964.0,0,85.0,13,26,1,0,0,0,2,3,0,9,15,0,4,1,0,3,0,3,-1
263.0,5.2,80.99,-4.23,179965.0,1,80.5,13,32,0,0,2,10,1,2,0,4,15,0,4,0,0,1,0,1,0
287.0,31.299999999999997,99.63999999999999,0.44999999999999996,179965.0,0,79.5,15,21,1,0,3,7,1,3,0,16,13,0,4,0,0,0,0,1,0
277.0,51.6,131.74,0.6899999999999987,179966.0,1,87.0,14,27,3,0,5,3,3,3,0,8,15,0,1,0,0,2,0,1,1
316.0,22.800000000000004,64.72,-2.09,179966.0,0,82.0,14,21,0,1,4,13,1,1,0,5,13,0,2,0,0,2,0,3,-1
285.0,75.9,151.32000000000002,2.81,179967.0,0,91.0,16,31,1,0,4,5,1,3,0,16,18,0,1,0,6,4,0,0,1
293.0,9.500000000000002,86.83,-1.9000000000000004,179967.0,1,76.0,14,32,0,0,5,4,0,2,0,9,18,0,1,0,0,1,0,1,-1
282.0,53.69999999999999,117.64,-2.89,179968.0,0,89.0,8,27,3,0,0,4,3,1,0,15,10,0,3,0,0,2,0,2,1
283.0,73.4,155.64999999999998,1.55,179968.0,1,76.5,10,38,2,2,8,8,2,2,0,26,8,0,0,0,0,0,0,3,-1
265.0,14.399999999999999,68.49,-5.619999999999999,179969.0,0,76.5,23,38,1,0,3,6,1,2,0,8,13,0,4,0,0,0,0,2,-1
287.0,32.70000000000001,75.63,-4.86,179969.0,1,85.5,12,28,1,2,2,6,2,0,0,12,23,0,3,0,0,0,0,1,1
284.0,47.2,143.32999999999998,1.8700000000000006,179970.0,1,87.0,10,25,0,0,5,5,1,1,0,16,19,0,2,0,4,0,0,0,1
315.0,30.2,79.03,1.4300000000000002,179970.0,0,80.0,19,26,0,0,3,5,0,2,0,20,14,0,4,0,0,2,0,1,-1
264.0,61.29999999999999,150.85999999999999,6.46,179971.0,0,87.0,17,36,2,0,3,6,4,1,0,12,9,0,1,0,0,1,0,1,1
292.0,-0.7000000000000011,91.65,-8.25,179971.0,1,72.5,9,27,1,0,4,3,1,7,0,9,18,0,2,2,0,1,0,4,-1
288.0,21.999999999999996,82.42,0.9000000000000004,179972.0,1,88.0,19,41,0,1,3,10,1,3,0,14,18,0,4,0,0,0,0,1,0
263.0,13.299999999999999,60.52000000000001,0.9199999999999999,179972.0,0,76.0,17,27,0,0,0,6,1,1,0,11,21,0,4,0,0,1,0,1,0
290.0,108.9,108.82000000000002,13.04,179973.0,1,95.0,13,19,4,1,1,3,6,3,0,10,20,0,4,0,6,2,0,0,1
275.0,-2.4999999999999996,74.30999999999999,-4.08,179973.0,0,42.0,20,34,0,0,3,6,0,5,0,10,16,0,1,1,0,1,0,6,-1
263.0,46.7,85.78,5.750000000000001,179974.0,1,78.5,15,37,1,0,4,4,1,0,1,10,12,0,1,0,5,0,0,0,1
290.0,35.3,97.1,-10.87,179974.0,0,82.0,12,31,0,0,2,5,0,0,0,18,15,0,2,0,0,3,1,1,-1
266.0,27.4,145.25,1.5700000000000003,179975.0,1,76.5,14,27,0,0,3,6,0,1,0,4,16,0,0,0,4,1,0,0,0
284.0,40.6,115.03999999999999,1.13,179975.0,0,72.0,16,32,0,2,4,2,0,5,0,9,18,0,0,0,4,2,0,0,0
284.0,27.299999999999997,135.4,-4.760000000000001,179976.0,0,81.5,17,37,0,0,3,2,0,5,0,20,12,0,2,0,0,2,0,1,-1
276.0,42.70000000000001,161.99999999999997,2.1199999999999988,179976.0,1,74.0,11,41,1,0,4,3,1,3,0,12,17,0,4,0,5,1,0,0,1
262.0,23.900000000000002,118.74999999999999,-3.1800000000000006,179977.0,0,90.5,7,29,1,0,3,3,2,3,0,10,19,0,3,0,0,0,1,2,0
276.0,30.599999999999998,153.41,-3.0300000000000007,179977.0,1,73.0,16,46,1,0,2,1,2,0,1,16,6,0,1,1,0,1,0,2,0
275.0,69.8,92.25,12.070000000000002,179978.0,1,92.0,17,28,2,0,2,4,2,4,0,12,23,0,2,0,6,2,0,0,1
287.0,5.400000000000001,74.00999999999999,-2.92,179978.0,0,68.0,21,27,0,0,2,5,0,4,0,10,17,0,4,0,0,1,0,2,-1
277.0,42.10000000000001,100.05,2.9000000000000004,179979.0,1,80.0,9,33,0,0,4,5,0,1,0,15,12,0,2,1,6,0,0,0,0
262.0,53.199999999999996,103.9,3.2300000000000013,179979.0,0,79.0,10,46,0,2,1,4,0,3,0,16,9,0,3,0,6,2,0,0,0
294.0,11.7,91.54,-4.159999999999999,179980.0,1,74.5,21,41,0,0,4,3,1,2,0,7,11,0,4,0,0,2,0,2,-1
283.0,28.4,153.93,-3.2199999999999998,179980.0,0,72.5,10,29,0,0,5,4,2,1,0,14,24,0,2,0,0,1,0,1,1
293.0,40.900000000000006,87.58000000000001,2.12,179981.0,1,71.5,22,33,1,0,5,3,1,1,0,6,24,0,3,0,5,1,0,0,1
294.0,2.5000000000000004,114.33000000000001,-7.289999999999999,179981.0,0,69.0,24,17,0,0,6,5,0,3,0,8,24,1,5,0,0,2,0,2,-1
282.0,53.4,118.48,1.1799999999999997,179982.0,1,79.5,16,26,2,0,6,3,2,4,0,18,17,0,3,0,0,3,0,2,1
277.0,35.6,159.19,-3.9899999999999998,179982.0,0,81.0,17,30,2,1,4,5,2,5,0,13,17,1,3,0,0,2,0,3,-1
282.0,40.199999999999996,100.83000000000001,3.4000000000000004,179983.0,1,71.0,20,26,0,0,3,4,0,0,0,6,14,0,2,0,6,1,0,0,0
288.0,45.300000000000004,78.64999999999999,1.9800000000000009,179983.0,0,82.0,14,29,0,1,4,2,0,2,0,13,20,0,2,0,5,2,0,0,0
292.0,-3.999999999999999,97.67,-11.629999999999999,179984.0,0,69.5,10,48,0,0,5,3,0,3,0,9,15,0,3,0,0,0,0,1,-1
265.0,65.8,66.33,9.09,179984.0,1,84.0,14,50,0,0,2,10,1,3,0,19,12,0,2,0,6,2,0,0,1
266.0,56.2,137.32999999999998,2.099999999999999,179985.0,0,85.5,12,39,1,0,4,2,1,2,0,15,18,0,0,0,5,1,0,0,1
265.0,18.4,90.77,-2.9799999999999995,179985.0,1,81.5,18,35,0,1,1,4,0,5,0,13,12,0,1,0,0,1,0,1,-1
285.0,28.2,119.27,-2.96,179986.0,1,66.0,25,32,1,1,2,7,1,0,0,7,10,0,1,0,0,1,0,3,-1
283.0,16.3,117.13,-11.950000000000001,179986.0,0,85.5,9,50,1,0,3,2,3,4,0,7,27,0,2,0,0,1,0,1,1
285.0,72.80000000000001,154.60999999999999,1.88,179987.0,1,86.0,12,46,2,1,6,2,3,3,1,16,21,0,2,0,5,1,0,0,1
288.0,26.2,83.88,1.4,179987.0,0,62.5,18,32,0,0,3,4,0,4,0,15,13,0,3,0,0,3,1,3,-1
316.0,34.300000000000004,49.24,5.2,179988.0,1,64.0,24,36,0,0,4,9,0,4,0,19,13,0,1,0,0,1,0,1,-1
290.0,49.0,68.96,6.360000000000001,179988.0,0,77.0,13,25,1,0,2,3,1,1,0,17,25,0,2,0,3,2,0,0,1
315.0,88.29999999999998,100.84,8.24,179990.0,1,91.5,16,21,3,0,3,6,3,4,0,12,18,0,1,0,6,1,0,0,1
293.0,7.6000000000000005,84.72,-1.1899999999999997,179990.0,0,75.5,18,23,0,0,2,2,0,4,0,8,17,0,2,0,0,3,0,3,-1
284.0,76.0,142.45000000000002,6.73,179992.0,0,85.0,14,36,2,1,8,4,2,1,0,20,18,0,4,0,4,1,0,0,1
263.0,29.0,91.4,-2.31,179992.0,1,70.5,17,30,0,0,5,4,0,0,0,16,15,0,3,0,0,4,0,2,-1
283.0,31.500000000000004,178.58,-1.9799999999999995,179993.0,0,83.5,10,42,0,0,6,4,0,0,0,9,16,0,1,0,5,0,0,0,0
292.0,50.599999999999994,105.86,8.290000000000003,179993.0,1,83.0,16,36,0,0,2,7,0,1,0,10,10,0,1,0,6,3,0,0,0
315.0,67.7,84.26,9.26,179994.0,1,90.0,14,32,1,0,5,9,2,0,0,10,24,0,2,0,5,4,0,0,1
275.0,33.199999999999996,100.20000000000002,-2.7300000000000004,179994.0,0,78.5,25,27,0,0,7,3,0,0,0,16,17,0,2,0,0,3,0,2,-1
276.0,0.6999999999999984,161.56,-5.78,179995.0,1,73.0,17,42,1,0,4,2,1,5,0,7,18,0,4,0,0,0,0,3,-1
266.0,58.7,149.73000000000002,5.419999999999999,179995.0,0,82.5,18,33,2,0,2,2,3,3,0,16,17,0,1,0,0,3,0,1,1
316.0,36.3,52.9,0.9999999999999999,179996.0,0,89.0,7,22,0,1,5,2,1,2,0,15,16,0,1,0,0,3,0,1,0
262.0,48.30000000000001,113.85000000000002,0.0899999999999995,179996.0,1,86.0,15,41,1,0,3,6,1,0,0,17,6,0,0,0,0,3,0,1,0
292.0,52.1,83.88,5.7,179997.0,1,85.5,12,29,0,0,7,12,0,3,0,17,18,0,2,0,4,1,0,0,0
284.0,54.99999999999999,140.2,-1.4400000000000004,179997.0,0,78.0,17,31,0,0,3,2,0,2,0,12,12,0,2,0,6,4,0,0,0
290.0,12.0,99.38999999999997,-4.700000000000001,179998.0,0,78.5,13,21,0,0,1,5,0,2,0,9,10,0,2,0,0,2,0,2,-1
277.0,57.80000000000001,120.22,2.8399999999999994,179998.0,1,84.0,10,33,1,0,2,7,2,0,0,9,13,0,1,0,5,1,0,0,1
264.0,88.49999999999999,150.79,5.079999999999999,179999.0,1,84.5,11,24,1,2,6,5,1,4,0,21,16,0,2,0,6,3,0,0,1
283.0,39.300000000000004,117.82,1.33,179999.0,0,73.0,14,50,0,0,4,4,0,1,0,25,11,0,0,0,0,2,0,1,-1
275.0,23.800000000000004,82.65,-2.72,180000.0,1,70.0,13,26,0,0,5,9,0,3,0,19,16,0,0,1,0,0,0,2,-1
263.0,63.2,77.47,10.21,180000.0,0,71.0,11,30,1,0,0,1,2,2,0,10,12,0,2,0,6,3,0,0,1
264.0,-2.7000000000000006,150.49999999999997,-8.259999999999998,180001.0,0,77.5,19,34,0,0,1,4,0,1,0,6,19,0,2,0,0,0,0,1,-1
293.0,56.9,109.94999999999999,7.220000000000001,180001.0,1,85.5,18,20,0,0,2,8,1,0,0,14,19,0,3,0,6,0,0,0,1
276.0,28.100000000000005,154.32999999999998,-8.25,180002.0,0,74.5,13,36,1,0,2,6,2,3,0,11,12,0,1,0,0,0,0,2,0
293.0,17.900000000000002,86.19000000000001,-6.649999999999999,180002.0,1,81.5,11,33,1,0,1,8,2,1,0,6,14,0,2,0,0,0,0,2,0
287.0,21.9,79.62,0.39999999999999974,180003.0,0,80.0,22,30,0,0,4,4,0,4,0,13,10,0,2,0,0,2,0,2,-1
282.0,72.6,107.09,4.509999999999999,180003.0,1,82.0,10,33,2,0,6,6,2,8,0,19,22,0,2,0,5,1,0,0,1
265.0,43.3,75.7,-2.6100000000000008,180004.0,1,88.5,17,31,1,0,3,2,2,0,0,16,9,0,1,0,0,0,0,1,1
262.0,40.7,106.41,3.0900000000000003,180004.0,0,74.0,8,35,1,0,4,7,1,1,0,19,17,0,0,0,0,2,0,2,-1
282.0,58.0,101.23,3.5900000000000003,180005.0,1,80.5,11,26,1,0,1,4,2,5,0,15,15,0,7,0,5,3,0,0,1
266.0,16.999999999999996,125.07,-9.400000000000002,180005.0,0,69.5,14,24,0,1,6,12,0,2,0,14,13,0,4,1,0,0,0,2,-1
265.0,6.799999999999999,79.24,-5.65,180006.0,1,70.5,14,46,0,0,1,8,0,5,0,15,14,0,4,0,0,1,0,2,-1
277.0,64.2,104.64,2.99,180006.0,0,79.5,14,36,2,0,5,3,2,3,0,12,16,0,2,0,5,1,0,0,1
294.0,56.300000000000004,97.85999999999999,7.990000000000001,180007.0,0,86.0,11,30,2,1,5,4,2,1,0,15,11,0,1,0,0,2,1,4,-1
285.0,60.5,150.19,-2.24,180007.0,1,91.0,10,35,2,0,5,5,4,1,1,15,12,0,1,0,0,2,0,2,1
315.0,0.4999999999999991,64.17,-12.889999999999997,180008.0,0,63.5,14,16,0,0,2,5,0,4,0,9,17,0,4,0,0,0,0,2,-1
285.0,82.6,125.35,11.8,180008.0,1,81.0,18,26,2,0,0,11,2,0,0,21,18,0,2,0,5,0,0,0,1
275.0,18.0,65.13000000000001,-5.450000000000002,180009.0,0,77.0,17,31,1,0,8,3,1,2,0,11,10,0,3,1,0,0,0,3,-1
316.0,59.099999999999994,68.43,3.6399999999999997,180009.0,1,84.5,10,18,3,0,4,6,3,1,0,9,17,0,2,0,0,4,0,1,1
294.0,18.999999999999996,77.84,-1.4200000000000002,180010.0,0,80.5,17,42,0,0,5,7,0,1,0,16,21,0,5,0,0,3,0,1,-1
288.0,75.4,102.87999999999998,6.46,180010.0,1,87.5,19,29,1,0,7,3,1,0,0,20,17,0,5,0,5,4,0,0,1
315.0,15.799999999999999,81.63,-9.98,180011.0,1,75.5,22,32,0,0,2,7,1,0,0,10,17,0,1,1,0,0,0,1,0
288.0,4.499999999999999,71.11000000000001,-7.039999999999999,180011.0,0,84.5,16,39,1,1,1,2,1,4,0,9,22,0,3,1,0,0,0,1,0
290.0,60.8,80.96,2.1400000000000006,180012.0,1,88.0,10,44,0,0,6,2,0,0,0,18,10,0,0,0,6,2,0,0,0
287.0,40.3,82.97,1.659999999999999,180012.0,0,69.5,10,40,0,0,2,2,0,0,0,7,10,0,0,0,5,4,0,0,0
264.0,30.200000000000003,116.36999999999999,-5.3500000000000005,180013.0,0,74.5,13,25,0,1,4,7,0,2,0,14,8,0,2,0,0,2,0,1,-1
263.0,42.3,60.949999999999996,5.08,180013.0,1,84.0,7,23,0,0,3,1,1,2,0,10,14,0,2,1,5,3,0,0,1
277.0,72.50000000000001,133.84,6.84,180014.0,0,74.5,21,17,1,0,3,2,1,2,0,21,18,0,2,0,5,1,0,0,1
262.0,11.200000000000003,110.3,-6.5200000000000005,180014.0,1,70.0,16,11,0,1,2,4,0,4,0,11,21,0,3,0,0,0,0,1,-1
285.0,37.800000000000004,127.12,-3.5599999999999996,180015.0,0,85.5,13,26,1,0,5,7,1,2,0,21,21,0,3,0,0,0,0,1,0
266.0,34.2,135.75,0.9099999999999997,180015.0,1,71.0,20,36,1,0,2,5,1,3,0,15,15,0,2,0,0,2,0,1,0
266.0,16.200000000000003,140.56,-7.3100000000000005,180016.0,1,78.0,10,32,1,0,5,6,1,0,0,8,26,0,3,0,0,2,0,1,0
265.0,24.300000000000004,68.27,-3.35,180016.0,0,82.0,22,36,0,0,3,6,1,10,0,7,12,0,1,0,0,4,0,1,0
282.0,29.099999999999998,88.46000000000001,-3.0699999999999994,180017.0,0,76.0,22,38,1,1,2,9,1,4,0,11,20,0,2,0,0,2,0,2,-1
276.0,32.9,165.5,1.5899999999999999,180017.0,1,76.5,20,46,1,0,2,5,2,2,0,16,22,0,3,0,0,1,0,1,1
292.0,10.9,98.51999999999998,-6.510000000000001,180018.0,0,75.0,7,40,0,0,2,2,0,3,0,15,12,0,1,0,0,2,0,3,-1
264.0,92.3,153.53,16.62,180018.0,1,89.5,12,23,3,0,5,7,3,2,0,14,7,0,0,0,5,0,0,0,1
275.0,0.0,97.70000000000002,0.0,180019.0,1,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
315.0,0.0,95.72999999999999,0.0,180019.0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
288.0,6.699999999999997,96.12,-10.79,180020.0,0,70.0,22,31,0,0,1,7,0,2,0,13,20,0,4,0,0,0,0,2,-1
277.0,57.2,118.32,4.07,180020.0,1,81.0,19,42,2,0,0,1,2,3,0,13,22,0,2,0,5,1,0,0,1
293.0,16.3,97.59,-6.909999999999998,180021.0,0,75.0,19,23,0,1,2,3,0,1,0,13,19,0,2,0,0,0,0,1,-1
294.0,41.099999999999994,102.07,-1.4100000000000001,180021.0,1,78.5,19,22,0,0,4,5,1,1,0,6,18,0,2,0,4,2,0,0,1
290.0,-0.7999999999999984,65.5,-8.530000000000001,180022.0,0,80.0,16,40,0,1,2,1,0,1,0,10,25,0,2,0,0,1,0,3,-1
294.0,71.0,90.77999999999999,10.16,180022.0,1,86.0,25,35,3,0,3,1,3,1,0,9,17,0,4,0,5,1,0,0,1
283.0,103.0,147.55,14.32,180023.0,1,93.5,11,40,2,0,6,7,3,1,0,28,15,0,0,0,5,0,0,0,1
262.0,18.4,102.66999999999999,-5.75,180023.0,0,60.5,15,41,0,0,1,3,0,1,0,13,11,0,1,0,0,4,0,3,-1
283.0,45.7,169.47000000000003,2.45,180024.0,1,85.0,14,30,2,0,3,6,2,1,1,20,19,0,2,0,0,0,0,1,1
285.0,41.60000000000001,156.95000000000002,0.6399999999999999,180024.0,0,79.0,19,22,1,1,3,3,1,1,0,18,14,0,4,0,0,2,0,2,-1
292.0,32.9,77.99000000000001,2.8600000000000003,180025.0,0,82.5,16,31,0,0,2,3,1,7,0,13,27,0,3,0,4,1,0,0,1
287.0,12.4,85.47,-4.349999999999999,180025.0,1,64.0,25,46,0,0,2,3,0,3,0,18,19,0,4,0,0,0,0,1,-1
275.0,34.599999999999994,74.75999999999999,2.7200000000000006,180026.0,0,72.0,16,44,0,1,5,4,0,1,0,15,23,0,5,0,5,0,0,0,0
284.0,31.399999999999995,158.91000000000003,-4.82,180026.0,1,81.0,23,29,0,0,1,5,0,1,0,8,16,0,3,0,5,0,0,0,0
287.0,37.2,76.34,4.72,180027.0,1,74.0,16,30,1,0,2,4,2,2,0,17,19,0,2,0,0,0,0,1,1
